Algorithm	Rank	Accuracy	Non-word Length	Corpus
Aspell with Jaro-Winkler	5	0.33505154639175255	3	Holbrook
Aspell with Jaro-Winkler	6	0.36597938144329895	3	Holbrook
Aspell with Jaro-Winkler	7	0.3865979381443299	3	Holbrook
Aspell with Jaro-Winkler	8	0.41237113402061853	3	Holbrook
Aspell with Jaro-Winkler	9	0.4381443298969072	3	Holbrook
Aspell with Jaro-Winkler	10	0.4484536082474227	3	Holbrook
Aspell with Jaro-Winkler	20	0.5876288659793815	3	Holbrook
Aspell with Jaro-Winkler	30	0.6082474226804123	3	Holbrook
Aspell with Jaro-Winkler	40	0.6082474226804123	3	Holbrook
Aspell with Jaro-Winkler	50	0.6082474226804123	3	Holbrook
Aspell with Jaro-Winkler	60	0.6082474226804123	3	Holbrook
Aspell with Jaro-Winkler	70	0.6082474226804123	3	Holbrook
Aspell with Jaro-Winkler	80	0.6082474226804123	3	Holbrook
Aspell with Jaro-Winkler	90	0.6082474226804123	3	Holbrook
Aspell with Jaro-Winkler	100	0.6082474226804123	3	Holbrook
Aspell with Jaro-Winkler	1	0.10933333333333334	4	Holbrook
Aspell with Jaro-Winkler	2	0.232	4	Holbrook
Aspell with Jaro-Winkler	3	0.272	4	Holbrook
Aspell with Jaro-Winkler	4	0.3253333333333333	4	Holbrook
Aspell with Jaro-Winkler	5	0.3546666666666667	4	Holbrook
Aspell with Jaro-Winkler	6	0.4026666666666667	4	Holbrook
Aspell with Jaro-Winkler	7	0.43466666666666665	4	Holbrook
Aspell with Jaro-Winkler	8	0.4613333333333333	4	Holbrook
Aspell with Jaro-Winkler	9	0.48533333333333334	4	Holbrook
Aspell with Jaro-Winkler	10	0.5013333333333333	4	Holbrook
Aspell with Jaro-Winkler	20	0.552	4	Holbrook
Aspell with Jaro-Winkler	30	0.552	4	Holbrook
Aspell with Jaro-Winkler	40	0.552	4	Holbrook
Aspell with Jaro-Winkler	50	0.552	4	Holbrook
Aspell with Jaro-Winkler	60	0.552	4	Holbrook
Aspell with Jaro-Winkler	70	0.552	4	Holbrook
Aspell with Jaro-Winkler	80	0.552	4	Holbrook
Aspell with Jaro-Winkler	90	0.552	4	Holbrook
Aspell with Jaro-Winkler	100	0.552	4	Holbrook
Aspell with Jaro-Winkler	1	0.17543859649122806	5	Holbrook
Aspell with Jaro-Winkler	2	0.31871345029239767	5	Holbrook
Aspell with Jaro-Winkler	3	0.41228070175438597	5	Holbrook
Aspell with Jaro-Winkler	4	0.4678362573099415	5	Holbrook
Aspell with Jaro-Winkler	5	0.5175438596491229	5	Holbrook
Aspell with Jaro-Winkler	6	0.543859649122807	5	Holbrook
Aspell with Jaro-Winkler	7	0.5730994152046783	5	Holbrook
Aspell with Jaro-Winkler	8	0.5964912280701754	5	Holbrook
Aspell with Jaro-Winkler	9	0.631578947368421	5	Holbrook
Aspell with Jaro-Winkler	10	0.6374269005847953	5	Holbrook
Aspell with Jaro-Winkler	20	0.652046783625731	5	Holbrook
Aspell with Jaro-Winkler	30	0.6549707602339181	5	Holbrook
Aspell with Jaro-Winkler	40	0.6549707602339181	5	Holbrook
Aspell with Jaro-Winkler	50	0.6549707602339181	5	Holbrook
Aspell with Jaro-Winkler	60	0.6549707602339181	5	Holbrook
Aspell with Jaro-Winkler	70	0.6549707602339181	5	Holbrook
Aspell with Jaro-Winkler	80	0.6549707602339181	5	Holbrook
Aspell with Jaro-Winkler	90	0.6549707602339181	5	Holbrook
Aspell with Jaro-Winkler	100	0.6549707602339181	5	Holbrook
Aspell with Jaro-Winkler	1	0.30952380952380953	6	Holbrook
Aspell with Jaro-Winkler	2	0.44841269841269843	6	Holbrook
Aspell with Jaro-Winkler	3	0.5357142857142857	6	Holbrook
Aspell with Jaro-Winkler	4	0.5833333333333334	6	Holbrook
Aspell with Jaro-Winkler	5	0.6388888888888888	6	Holbrook
Aspell with Jaro-Winkler	6	0.6706349206349206	6	Holbrook
Aspell with Jaro-Winkler	7	0.6904761904761905	6	Holbrook
Aspell with Jaro-Winkler	8	0.7023809523809523	6	Holbrook
Aspell with Jaro-Winkler	9	0.7103174603174603	6	Holbrook
Aspell with Jaro-Winkler	10	0.7182539682539683	6	Holbrook
Aspell with Jaro-Winkler	20	0.7301587301587301	6	Holbrook
Aspell with Jaro-Winkler	30	0.7301587301587301	6	Holbrook
Aspell with Jaro-Winkler	40	0.7301587301587301	6	Holbrook
Aspell with Jaro-Winkler	50	0.7301587301587301	6	Holbrook
Aspell with Jaro-Winkler	60	0.7301587301587301	6	Holbrook
Aspell with Jaro-Winkler	70	0.7301587301587301	6	Holbrook
Aspell with Jaro-Winkler	80	0.7301587301587301	6	Holbrook
Aspell with Jaro-Winkler	90	0.7301587301587301	6	Holbrook
Aspell with Jaro-Winkler	100	0.7301587301587301	6	Holbrook
Aspell with Jaro-Winkler	1	0.34831460674157305	7	Holbrook
Aspell with Jaro-Winkler	2	0.4438202247191011	7	Holbrook
Aspell with Jaro-Winkler	3	0.550561797752809	7	Holbrook
Aspell with Jaro-Winkler	4	0.6348314606741573	7	Holbrook
Aspell with Jaro-Winkler	5	0.6573033707865169	7	Holbrook
Aspell with Jaro-Winkler	6	0.6797752808988764	7	Holbrook
Aspell with Jaro-Winkler	7	0.6910112359550562	7	Holbrook
Aspell with Jaro-Winkler	8	0.6966292134831461	7	Holbrook
Aspell with Jaro-Winkler	9	0.7078651685393258	7	Holbrook
Aspell with Jaro-Winkler	10	0.7078651685393258	7	Holbrook
Aspell with Jaro-Winkler	20	0.7303370786516854	7	Holbrook
Aspell with Jaro-Winkler	30	0.7303370786516854	7	Holbrook
Aspell with Jaro-Winkler	40	0.7303370786516854	7	Holbrook
Aspell with Jaro-Winkler	50	0.7303370786516854	7	Holbrook
Aspell with Jaro-Winkler	60	0.7303370786516854	7	Holbrook
Aspell with Jaro-Winkler	70	0.7303370786516854	7	Holbrook
Aspell with Jaro-Winkler	80	0.7303370786516854	7	Holbrook
Aspell with Jaro-Winkler	90	0.7303370786516854	7	Holbrook
Aspell with Jaro-Winkler	100	0.7303370786516854	7	Holbrook
Aspell with Jaro-Winkler	1	0.43478260869565216	8	Holbrook
Aspell with Jaro-Winkler	2	0.4891304347826087	8	Holbrook
Aspell with Jaro-Winkler	3	0.6413043478260869	8	Holbrook
Aspell with Jaro-Winkler	4	0.6739130434782609	8	Holbrook
Aspell with Jaro-Winkler	5	0.717391304347826	8	Holbrook
Aspell with Jaro-Winkler	6	0.75	8	Holbrook
Aspell with Jaro-Winkler	7	0.75	8	Holbrook
Aspell with Jaro-Winkler	8	0.7608695652173914	8	Holbrook
Aspell with Jaro-Winkler	9	0.7608695652173914	8	Holbrook
Aspell with Jaro-Winkler	10	0.7717391304347826	8	Holbrook
Aspell with Jaro-Winkler	20	0.782608695652174	8	Holbrook
Aspell with Jaro-Winkler	30	0.782608695652174	8	Holbrook
Aspell with Jaro-Winkler	40	0.782608695652174	8	Holbrook
Aspell with Jaro-Winkler	50	0.782608695652174	8	Holbrook
Aspell with Jaro-Winkler	60	0.782608695652174	8	Holbrook
Aspell with Jaro-Winkler	70	0.782608695652174	8	Holbrook
Aspell with Jaro-Winkler	80	0.782608695652174	8	Holbrook
Aspell with Jaro-Winkler	90	0.782608695652174	8	Holbrook
Aspell with Jaro-Winkler	100	0.782608695652174	8	Holbrook
Aspell with Jaro-Winkler	1	0.4153846153846154	9	Holbrook
Aspell with Jaro-Winkler	2	0.5384615384615384	9	Holbrook
Aspell with Jaro-Winkler	3	0.7076923076923077	9	Holbrook
Aspell with Jaro-Winkler	4	0.7846153846153846	9	Holbrook
Aspell with Jaro-Winkler	5	0.7846153846153846	9	Holbrook
Aspell with Jaro-Winkler	6	0.8	9	Holbrook
Aspell with Jaro-Winkler	7	0.8153846153846154	9	Holbrook
Aspell with Jaro-Winkler	8	0.8153846153846154	9	Holbrook
Aspell with Jaro-Winkler	9	0.8153846153846154	9	Holbrook
Aspell with Jaro-Winkler	10	0.8307692307692308	9	Holbrook
Aspell with Jaro-Winkler	20	0.8307692307692308	9	Holbrook
Aspell with Jaro-Winkler	30	0.8307692307692308	9	Holbrook
Aspell with Jaro-Winkler	40	0.8307692307692308	9	Holbrook
Aspell with Jaro-Winkler	50	0.8307692307692308	9	Holbrook
Aspell with Jaro-Winkler	60	0.8307692307692308	9	Holbrook
Aspell with Jaro-Winkler	70	0.8307692307692308	9	Holbrook
Aspell with Jaro-Winkler	80	0.8307692307692308	9	Holbrook
Aspell with Jaro-Winkler	90	0.8307692307692308	9	Holbrook
Aspell with Jaro-Winkler	100	0.8307692307692308	9	Holbrook
Aspell with Jaro-Winkler	1	0.5833333333333334	10	Holbrook
Aspell with Jaro-Winkler	2	0.75	10	Holbrook
Aspell with Jaro-Winkler	3	0.8333333333333334	10	Holbrook
Aspell with Jaro-Winkler	4	0.8888888888888888	10	Holbrook
Aspell with Jaro-Winkler	5	0.8888888888888888	10	Holbrook
Aspell with Jaro-Winkler	6	0.9166666666666666	10	Holbrook
Aspell with Jaro-Winkler	7	0.9166666666666666	10	Holbrook
Aspell with Jaro-Winkler	8	0.9166666666666666	10	Holbrook
Aspell with Jaro-Winkler	9	0.9166666666666666	10	Holbrook
Aspell with Jaro-Winkler	10	0.9166666666666666	10	Holbrook
Aspell with Jaro-Winkler	20	0.9166666666666666	10	Holbrook
Aspell with Jaro-Winkler	30	0.9166666666666666	10	Holbrook
Aspell with Jaro-Winkler	40	0.9166666666666666	10	Holbrook
Aspell with Jaro-Winkler	50	0.9166666666666666	10	Holbrook
Aspell with Jaro-Winkler	60	0.9166666666666666	10	Holbrook
Aspell with Jaro-Winkler	70	0.9166666666666666	10	Holbrook
Aspell with Jaro-Winkler	80	0.9166666666666666	10	Holbrook
Aspell with Jaro-Winkler	90	0.9166666666666666	10	Holbrook
Aspell with Jaro-Winkler	100	0.9166666666666666	10	Holbrook
Aspell with Jaro-Winkler	1	0.38461538461538464	11	Holbrook
Aspell with Jaro-Winkler	2	0.5384615384615384	11	Holbrook
Aspell with Jaro-Winkler	3	0.6153846153846154	11	Holbrook
Aspell with Jaro-Winkler	4	0.6923076923076923	11	Holbrook
Aspell with Jaro-Winkler	5	0.7692307692307693	11	Holbrook
Aspell with Jaro-Winkler	6	0.7692307692307693	11	Holbrook
Aspell with Jaro-Winkler	7	0.7692307692307693	11	Holbrook
Aspell with Jaro-Winkler	8	0.7692307692307693	11	Holbrook
Aspell with Jaro-Winkler	9	0.7692307692307693	11	Holbrook
Aspell with Jaro-Winkler	10	0.7692307692307693	11	Holbrook
Aspell with Jaro-Winkler	20	0.7692307692307693	11	Holbrook
Aspell with Jaro-Winkler	30	0.7692307692307693	11	Holbrook
Aspell with Jaro-Winkler	40	0.7692307692307693	11	Holbrook
Aspell with Jaro-Winkler	50	0.7692307692307693	11	Holbrook
Aspell with Jaro-Winkler	60	0.7692307692307693	11	Holbrook
Aspell with Jaro-Winkler	70	0.7692307692307693	11	Holbrook
Aspell with Jaro-Winkler	80	0.7692307692307693	11	Holbrook
Aspell with Jaro-Winkler	90	0.7692307692307693	11	Holbrook
Aspell with Jaro-Winkler	100	0.7692307692307693	11	Holbrook
Aspell with Jaro-Winkler	1	0.6	12	Holbrook
Aspell with Jaro-Winkler	2	0.8	12	Holbrook
Aspell with Jaro-Winkler	3	0.8	12	Holbrook
Aspell with Jaro-Winkler	4	0.8	12	Holbrook
Aspell with Jaro-Winkler	5	0.8	12	Holbrook
Aspell with Jaro-Winkler	6	0.8	12	Holbrook
Aspell with Jaro-Winkler	7	0.8	12	Holbrook
Aspell with Jaro-Winkler	8	0.8	12	Holbrook
Aspell with Jaro-Winkler	9	0.8	12	Holbrook
Aspell with Jaro-Winkler	10	0.8	12	Holbrook
Aspell with Jaro-Winkler	20	0.8	12	Holbrook
Aspell with Jaro-Winkler	30	0.8	12	Holbrook
Aspell with Jaro-Winkler	40	0.8	12	Holbrook
Aspell with Jaro-Winkler	50	0.8	12	Holbrook
Aspell with Jaro-Winkler	60	0.8	12	Holbrook
Aspell with Jaro-Winkler	70	0.8	12	Holbrook
Aspell with Jaro-Winkler	80	0.8	12	Holbrook
Aspell with Jaro-Winkler	90	0.8	12	Holbrook
Aspell with Jaro-Winkler	100	0.8	12	Holbrook
Aspell with Jaro-Winkler	1	1.0	13	Holbrook
Aspell with Jaro-Winkler	2	1.0	13	Holbrook
Aspell with Jaro-Winkler	3	1.0	13	Holbrook
Aspell with Jaro-Winkler	4	1.0	13	Holbrook
Aspell with Jaro-Winkler	5	1.0	13	Holbrook
Aspell with Jaro-Winkler	6	1.0	13	Holbrook
Aspell with Jaro-Winkler	7	1.0	13	Holbrook
Aspell with Jaro-Winkler	8	1.0	13	Holbrook
Aspell with Jaro-Winkler	9	1.0	13	Holbrook
Aspell with Jaro-Winkler	10	1.0	13	Holbrook
Aspell with Jaro-Winkler	20	1.0	13	Holbrook
Aspell with Jaro-Winkler	30	1.0	13	Holbrook
Aspell with Jaro-Winkler	40	1.0	13	Holbrook
Aspell with Jaro-Winkler	50	1.0	13	Holbrook
Aspell with Jaro-Winkler	60	1.0	13	Holbrook
Aspell with Jaro-Winkler	70	1.0	13	Holbrook
Aspell with Jaro-Winkler	80	1.0	13	Holbrook
Aspell with Jaro-Winkler	90	1.0	13	Holbrook
Aspell with Jaro-Winkler	100	1.0	13	Holbrook
Aspell with Jaro-Winkler	1	1.0	14	Holbrook
Aspell with Jaro-Winkler	2	1.0	14	Holbrook
Aspell with Jaro-Winkler	3	1.0	14	Holbrook
Aspell with Jaro-Winkler	4	1.0	14	Holbrook
Aspell with Jaro-Winkler	5	1.0	14	Holbrook
Aspell with Jaro-Winkler	6	1.0	14	Holbrook
Aspell with Jaro-Winkler	7	1.0	14	Holbrook
Aspell with Jaro-Winkler	8	1.0	14	Holbrook
Aspell with Jaro-Winkler	9	1.0	14	Holbrook
Aspell with Jaro-Winkler	10	1.0	14	Holbrook
Aspell with Jaro-Winkler	20	1.0	14	Holbrook
Aspell with Jaro-Winkler	30	1.0	14	Holbrook
Aspell with Jaro-Winkler	40	1.0	14	Holbrook
Aspell with Jaro-Winkler	50	1.0	14	Holbrook
Aspell with Jaro-Winkler	60	1.0	14	Holbrook
Aspell with Jaro-Winkler	70	1.0	14	Holbrook
Aspell with Jaro-Winkler	80	1.0	14	Holbrook
Aspell with Jaro-Winkler	90	1.0	14	Holbrook
Aspell with Jaro-Winkler	100	1.0	14	Holbrook
Aspell with Jaro-Winkler	1	0.28278112167407327	-1	Birbeck
Aspell with Jaro-Winkler	2	0.4001800078753445	-1	Birbeck
Aspell with Jaro-Winkler	3	0.47696461720200256	-1	Birbeck
Aspell with Jaro-Winkler	4	0.523879169713675	-1	Birbeck
Aspell with Jaro-Winkler	5	0.5559993249704674	-1	Birbeck
Aspell with Jaro-Winkler	6	0.5779659110086066	-1	Birbeck
Aspell with Jaro-Winkler	7	0.5919165213478089	-1	Birbeck
Aspell with Jaro-Winkler	8	0.6013106823423525	-1	Birbeck
Aspell with Jaro-Winkler	9	0.6081172301288181	-1	Birbeck
Aspell with Jaro-Winkler	10	0.6132362040839286	-1	Birbeck
Aspell with Jaro-Winkler	20	0.6292681554818024	-1	Birbeck
Aspell with Jaro-Winkler	30	0.6308150981605445	-1	Birbeck
Aspell with Jaro-Winkler	40	0.6310963604657703	-1	Birbeck
Aspell with Jaro-Winkler	50	0.6312369916183833	-1	Birbeck
Aspell with Jaro-Winkler	60	0.6312651178489059	-1	Birbeck
Aspell with Jaro-Winkler	70	0.6312932440794284	-1	Birbeck
Aspell with Jaro-Winkler	80	0.6312932440794284	-1	Birbeck
Aspell with Jaro-Winkler	90	0.6312932440794284	-1	Birbeck
Aspell with Jaro-Winkler	100	0.6313213703099511	-1	Birbeck
Aspell with Jaro-Winkler	1	0.0	1	Birbeck
Aspell with Jaro-Winkler	2	0.04878048780487805	1	Birbeck
Aspell with Jaro-Winkler	3	0.07317073170731707	1	Birbeck
Aspell with Jaro-Winkler	4	0.12195121951219512	1	Birbeck
Aspell with Jaro-Winkler	5	0.14634146341463414	1	Birbeck
Aspell with Jaro-Winkler	6	0.14634146341463414	1	Birbeck
Aspell with Jaro-Winkler	7	0.14634146341463414	1	Birbeck
Aspell with Jaro-Winkler	8	0.14634146341463414	1	Birbeck
Aspell with Jaro-Winkler	9	0.17073170731707318	1	Birbeck
Aspell with Jaro-Winkler	10	0.17073170731707318	1	Birbeck
Aspell with Jaro-Winkler	20	0.17073170731707318	1	Birbeck
Aspell with Jaro-Winkler	30	0.17073170731707318	1	Birbeck
Aspell with Jaro-Winkler	40	0.17073170731707318	1	Birbeck
Aspell with Jaro-Winkler	50	0.17073170731707318	1	Birbeck
Aspell with Jaro-Winkler	60	0.17073170731707318	1	Birbeck
Aspell with Jaro-Winkler	70	0.17073170731707318	1	Birbeck
Aspell with Jaro-Winkler	80	0.17073170731707318	1	Birbeck
Aspell with Jaro-Winkler	90	0.17073170731707318	1	Birbeck
Aspell with Jaro-Winkler	100	0.17073170731707318	1	Birbeck
Aspell with Jaro-Winkler	1	0.02142857142857143	2	Birbeck
Aspell with Jaro-Winkler	2	0.04642857142857143	2	Birbeck
Aspell with Jaro-Winkler	3	0.06785714285714285	2	Birbeck
Aspell with Jaro-Winkler	4	0.07857142857142857	2	Birbeck
Aspell with Jaro-Winkler	5	0.1	2	Birbeck
Aspell with Jaro-Winkler	6	0.12142857142857143	2	Birbeck
Aspell with Jaro-Winkler	7	0.13214285714285715	2	Birbeck
Aspell with Jaro-Winkler	8	0.15	2	Birbeck
Aspell with Jaro-Winkler	9	0.175	2	Birbeck
Aspell with Jaro-Winkler	10	0.18214285714285713	2	Birbeck
Aspell with Jaro-Winkler	20	0.26785714285714285	2	Birbeck
Aspell with Jaro-Winkler	30	0.3	2	Birbeck
Aspell with Jaro-Winkler	40	0.30357142857142855	2	Birbeck
Aspell with Jaro-Winkler	50	0.30357142857142855	2	Birbeck
Aspell with Jaro-Winkler	60	0.30357142857142855	2	Birbeck
Aspell with Jaro-Winkler	70	0.30357142857142855	2	Birbeck
Aspell with Jaro-Winkler	80	0.30357142857142855	2	Birbeck
Aspell with Jaro-Winkler	90	0.30357142857142855	2	Birbeck
Aspell with Jaro-Winkler	100	0.30357142857142855	2	Birbeck
Aspell with Jaro-Winkler	1	0.06468023255813954	3	Birbeck
Aspell with Jaro-Winkler	2	0.12936046511627908	3	Birbeck
Aspell with Jaro-Winkler	3	0.17151162790697674	3	Birbeck
Aspell with Jaro-Winkler	4	0.2056686046511628	3	Birbeck
Aspell with Jaro-Winkler	5	0.2311046511627907	3	Birbeck
Aspell with Jaro-Winkler	6	0.25218023255813954	3	Birbeck
Aspell with Jaro-Winkler	7	0.2805232558139535	3	Birbeck
Aspell with Jaro-Winkler	8	0.3001453488372093	3	Birbeck
Aspell with Jaro-Winkler	9	0.31468023255813954	3	Birbeck
Aspell with Jaro-Winkler	10	0.32848837209302323	3	Birbeck
Aspell with Jaro-Winkler	20	0.42950581395348836	3	Birbeck
Aspell with Jaro-Winkler	30	0.44040697674418605	3	Birbeck
Aspell with Jaro-Winkler	40	0.4418604651162791	3	Birbeck
Aspell with Jaro-Winkler	50	0.4418604651162791	3	Birbeck
Aspell with Jaro-Winkler	60	0.4418604651162791	3	Birbeck
Aspell with Jaro-Winkler	70	0.4425872093023256	3	Birbeck
Aspell with Jaro-Winkler	80	0.4425872093023256	3	Birbeck
Aspell with Jaro-Winkler	90	0.4425872093023256	3	Birbeck
Aspell with Jaro-Winkler	100	0.4425872093023256	3	Birbeck
Aspell with Jaro-Winkler	1	0.09445648807680396	4	Birbeck
Aspell with Jaro-Winkler	2	0.15980179622174048	4	Birbeck
Aspell with Jaro-Winkler	3	0.19603592443480955	4	Birbeck
Aspell with Jaro-Winkler	4	0.23288943945493962	4	Birbeck
Aspell with Jaro-Winkler	5	0.2663363270362341	4	Birbeck
Aspell with Jaro-Winkler	6	0.2957572003716321	4	Birbeck
Aspell with Jaro-Winkler	7	0.32022297925054194	4	Birbeck
Aspell with Jaro-Winkler	8	0.3459275317435739	4	Birbeck
Aspell with Jaro-Winkler	9	0.36512852276246516	4	Birbeck
Aspell with Jaro-Winkler	10	0.3868070610096005	4	Birbeck
Aspell with Jaro-Winkler	20	0.4372870857850728	4	Birbeck
Aspell with Jaro-Winkler	30	0.4397646330133168	4	Birbeck
Aspell with Jaro-Winkler	40	0.4400743264168473	4	Birbeck
Aspell with Jaro-Winkler	50	0.44038401982037784	4	Birbeck
Aspell with Jaro-Winkler	60	0.44038401982037784	4	Birbeck
Aspell with Jaro-Winkler	70	0.44038401982037784	4	Birbeck
Aspell with Jaro-Winkler	80	0.44038401982037784	4	Birbeck
Aspell with Jaro-Winkler	90	0.44038401982037784	4	Birbeck
Aspell with Jaro-Winkler	100	0.44038401982037784	4	Birbeck
Aspell with Jaro-Winkler	1	0.15990796663790624	5	Birbeck
Aspell with Jaro-Winkler	2	0.22231809030773655	5	Birbeck
Aspell with Jaro-Winkler	3	0.28846706931262583	5	Birbeck
Aspell with Jaro-Winkler	4	0.3373597929249353	5	Birbeck
Aspell with Jaro-Winkler	5	0.37647397181478287	5	Birbeck
Aspell with Jaro-Winkler	6	0.4092608570606845	5	Birbeck
Aspell with Jaro-Winkler	7	0.42565429968363533	5	Birbeck
Aspell with Jaro-Winkler	8	0.4440609721023871	5	Birbeck
Aspell with Jaro-Winkler	9	0.455565142364107	5	Birbeck
Aspell with Jaro-Winkler	10	0.46534368708656887	5	Birbeck
Aspell with Jaro-Winkler	20	0.4883520276100086	5	Birbeck
Aspell with Jaro-Winkler	30	0.49122807017543857	5	Birbeck
Aspell with Jaro-Winkler	40	0.4920908829450676	5	Birbeck
Aspell with Jaro-Winkler	50	0.49324129997123956	5	Birbeck
Aspell with Jaro-Winkler	60	0.49352890422778256	5	Birbeck
Aspell with Jaro-Winkler	70	0.49352890422778256	5	Birbeck
Aspell with Jaro-Winkler	80	0.49352890422778256	5	Birbeck
Aspell with Jaro-Winkler	90	0.49352890422778256	5	Birbeck
Aspell with Jaro-Winkler	100	0.49381650848432557	5	Birbeck
Aspell with Jaro-Winkler	1	0.21664656212303982	6	Birbeck
Aspell with Jaro-Winkler	2	0.2882991556091677	6	Birbeck
Aspell with Jaro-Winkler	3	0.36743063932448733	6	Birbeck
Aspell with Jaro-Winkler	4	0.42171290711700843	6	Birbeck
Aspell with Jaro-Winkler	5	0.46031363088057903	6	Birbeck
Aspell with Jaro-Winkler	6	0.48516284680337757	6	Birbeck
Aspell with Jaro-Winkler	7	0.5018094089264173	6	Birbeck
Aspell with Jaro-Winkler	8	0.5109770808202654	6	Birbeck
Aspell with Jaro-Winkler	9	0.5191797346200241	6	Birbeck
Aspell with Jaro-Winkler	10	0.5247285886610374	6	Birbeck
Aspell with Jaro-Winkler	20	0.5430639324487334	6	Birbeck
Aspell with Jaro-Winkler	30	0.5447527141133897	6	Birbeck
Aspell with Jaro-Winkler	40	0.5454764776839566	6	Birbeck
Aspell with Jaro-Winkler	50	0.5454764776839566	6	Birbeck
Aspell with Jaro-Winkler	60	0.5454764776839566	6	Birbeck
Aspell with Jaro-Winkler	70	0.5454764776839566	6	Birbeck
Aspell with Jaro-Winkler	80	0.5454764776839566	6	Birbeck
Aspell with Jaro-Winkler	90	0.5454764776839566	6	Birbeck
Aspell with Jaro-Winkler	100	0.5454764776839566	6	Birbeck
Aspell with Jaro-Winkler	1	0.2804957599478147	7	Birbeck
Aspell with Jaro-Winkler	2	0.3618177864753207	7	Birbeck
Aspell with Jaro-Winkler	3	0.44640139160687103	7	Birbeck
Aspell with Jaro-Winkler	4	0.5007610350076104	7	Birbeck
Aspell with Jaro-Winkler	5	0.5344640139160687	7	Birbeck
Aspell with Jaro-Winkler	6	0.5601217656012176	7	Birbeck
Aspell with Jaro-Winkler	7	0.5749075886062187	7	Birbeck
Aspell with Jaro-Winkler	8	0.5855620787127637	7	Birbeck
Aspell with Jaro-Winkler	9	0.5931724287888671	7	Birbeck
Aspell with Jaro-Winkler	10	0.5970863231137203	7	Birbeck
Aspell with Jaro-Winkler	20	0.6110023918243096	7	Birbeck
Aspell with Jaro-Winkler	30	0.6118721461187214	7	Birbeck
Aspell with Jaro-Winkler	40	0.6118721461187214	7	Birbeck
Aspell with Jaro-Winkler	50	0.6118721461187214	7	Birbeck
Aspell with Jaro-Winkler	60	0.6118721461187214	7	Birbeck
Aspell with Jaro-Winkler	70	0.6118721461187214	7	Birbeck
Aspell with Jaro-Winkler	80	0.6118721461187214	7	Birbeck
Aspell with Jaro-Winkler	90	0.6118721461187214	7	Birbeck
Aspell with Jaro-Winkler	100	0.6118721461187214	7	Birbeck
Aspell with Jaro-Winkler	1	0.32122093023255816	8	Birbeck
Aspell with Jaro-Winkler	2	0.4312707641196013	8	Birbeck
Aspell with Jaro-Winkler	3	0.5091362126245847	8	Birbeck
Aspell with Jaro-Winkler	4	0.5577242524916943	8	Birbeck
Aspell with Jaro-Winkler	5	0.5961378737541528	8	Birbeck
Aspell with Jaro-Winkler	6	0.6183554817275747	8	Birbeck
Aspell with Jaro-Winkler	7	0.6318521594684385	8	Birbeck
Aspell with Jaro-Winkler	8	0.6382890365448505	8	Birbeck
Aspell with Jaro-Winkler	9	0.6426495016611296	8	Birbeck
Aspell with Jaro-Winkler	10	0.645141196013289	8	Birbeck
Aspell with Jaro-Winkler	20	0.6486710963455149	8	Birbeck
Aspell with Jaro-Winkler	30	0.6490863787375415	8	Birbeck
Aspell with Jaro-Winkler	40	0.6490863787375415	8	Birbeck
Aspell with Jaro-Winkler	50	0.6490863787375415	8	Birbeck
Aspell with Jaro-Winkler	60	0.6490863787375415	8	Birbeck
Aspell with Jaro-Winkler	70	0.6490863787375415	8	Birbeck
Aspell with Jaro-Winkler	80	0.6490863787375415	8	Birbeck
Aspell with Jaro-Winkler	90	0.6490863787375415	8	Birbeck
Aspell with Jaro-Winkler	100	0.6490863787375415	8	Birbeck
Aspell with Jaro-Winkler	1	0.3614694948611415	9	Birbeck
Aspell with Jaro-Winkler	2	0.5053575333479117	9	Birbeck
Aspell with Jaro-Winkler	3	0.5928274655587142	9	Birbeck
Aspell with Jaro-Winkler	4	0.6455280997157227	9	Birbeck
Aspell with Jaro-Winkler	5	0.6767986004810846	9	Birbeck
Aspell with Jaro-Winkler	6	0.6938552372621911	9	Birbeck
Aspell with Jaro-Winkler	7	0.7006341570085283	9	Birbeck
Aspell with Jaro-Winkler	8	0.7047889787885414	9	Birbeck
Aspell with Jaro-Winkler	9	0.7074130767548655	9	Birbeck
Aspell with Jaro-Winkler	10	0.7080691012464465	9	Birbeck
Aspell with Jaro-Winkler	20	0.7087251257380276	9	Birbeck
Aspell with Jaro-Winkler	30	0.7087251257380276	9	Birbeck
Aspell with Jaro-Winkler	40	0.7087251257380276	9	Birbeck
Aspell with Jaro-Winkler	50	0.7087251257380276	9	Birbeck
Aspell with Jaro-Winkler	60	0.7087251257380276	9	Birbeck
Aspell with Jaro-Winkler	70	0.7087251257380276	9	Birbeck
Aspell with Jaro-Winkler	80	0.7087251257380276	9	Birbeck
